"Name","id","Source","Phone","Website/Social Media","Category","Latitude","Longitude","Address","Status","Pickup Offered","Delivery Offered","Notes","Hours","Delivery Apps","MWBE","Black Owned Business","Instagram","Sub-Category","Outdoor Dining","Indoor Dining","Order Website","Last Updated","Created time","Delivery/Pickup Notes","Owners","Images","Email","Special Accommodation Hours"
"Oso",3608,"Restaurant","646-858-3139",,"Restaurants/Bars",40.822021,-73.950288,"1618 Amsterdam Avenue, New York, NY 10031 ","Open","Yes","Yes","
","Monday-Sunday 3pm-10pm
","### [IN-HOUSE](http://www.osoharlem.com/restaurant), [SEAMLESS](https://www.seamless.com/menu/oso-1618-amsterdam-ave-new-york/1294774)

",,,"https://www.instagram.com/oso_harlem/","Restaurant/Bar","yes","yes","### [IN-HOUSE](http://www.osoharlem.com/restaurant), [SEAMLESS](https://www.seamless.com/menu/oso-1618-amsterdam-ave-new-york/1294774)

","2020-10-29","2020-06-15T20:53:30.000Z","
",,,,
"Pabade Bakery",3609,"UGC website","646-490-7863","https://www.pabadebakery.com/","Restaurants/Bars",40.795154,-73.944678,"135 East 110th Street, New York, NY 10029 ","Open","Yes","Yes","YOU CAN still order pastry box deliveries ONLINE
","### Monday-Friday 6:30 a.m.-4:30 p.m., Saturday 8 a.m.-2 p.m.

","### [DOORDASH](https://www.doordash.com/store/pabade-bakery-new-york-1051339/en-US)_, _[YOU CAN STILL ORDER PASTRY BOX DELIVERIES ONLINE](http://uptowngrandcentral.org/order-online)

",true,,"https://www.instagram.com/pabade_bakery/","Restaurant/Bar","yes","yes","### [DOORDASH](https://www.doordash.com/store/pabade-bakery-new-york-1051339/en-US)_, _[YOU CAN STILL ORDER PASTRY BOX DELIVERIES ONLINE](http://uptowngrandcentral.org/order-online)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Patisserie Des Ambassades",3610,"Restaurant","(212) 666-0078",,"Restaurants/Bars",40.806022,-73.953866,"2200 Frederick Douglass Boulevard, New York, NY 10026 ","Open","Yes","Yes","grubhub, postmates
","Monday-Friday 7 a.m. -11 p.m. , Saturday & Sunday 8 a.m. - 11 p.m.
","### [GRUBHUB](https://www.grubhub.com/restaurant/les-ambassades-2200-frederick-douglass-blvd-new-york/1104164), [POSTMATES](https://postmates.com/merchant/b924efb1-74b7-4ea0-8211-5ce0b07723f7)

",true,true,"https://www.instagram.com/patisserie_des_ambassades/","Restaurant/Bar","yes","yes","### [GRUBHUB](https://www.grubhub.com/restaurant/les-ambassades-2200-frederick-douglass-blvd-new-york/1104164), [POSTMATES](https://postmates.com/merchant/b924efb1-74b7-4ea0-8211-5ce0b07723f7)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Patsy's Pizza",3611,"UGC website","212-534-9783",,"Restaurants/Bars",40.797179,-73.934957,"2287 First Avenue, New York, NY 10035 ","Open","Yes","No",,"Monday-Saturday 11 A.m.-midnight, Sunday 11 a.m.-11 p.m.
",,,,,"Restaurant/Bar","no","no",,"2020-10-13","2020-06-15T20:53:30.000Z",,,,,
"Perk Kafe",3612,"AH","212-686-7375","http://perkkafe.com/","Restaurants/Bars",40.784572,-73.947216,"1867 Second Avenue, New York, NY 10029 ","Open","Yes","Yes",,"Monday-Friday 7:30am-3pm, Saturday-Sunday 8am-4pm
","### [SEAMLESS](https://www.seamless.com/menu/perk-kafe-2nd-avenue-1867-2nd-ave-new-york/2055371?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/perk-kafe-2nd-avenue-1867-2nd-ave-new-york/2055371?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

",,,"https://www.instagram.com/perkkafenyc/","Restaurant/Bar","yes","yes","### [SEAMLESS](https://www.seamless.com/menu/perk-kafe-2nd-avenue-1867-2nd-ave-new-york/2055371?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/perk-kafe-2nd-avenue-1867-2nd-ave-new-york/2055371?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Pikine",3613,"Restaurant","646-922-7015",,"Restaurants/Bars",40.804257,-73.954347,"243 West 116th Street, New York, NY 10026 ","Open","Yes","No",,"Monday-Sunday 2pm-midnight
",,true,true,,"Restaurant/Bar","no","no",,"2020-10-23","2020-06-15T20:53:30.000Z",,,,,
"Pisticci",3614,"UGC website","212-932-3500","http://www.pisticcinyc.com/","Restaurants/Bars",40.814387,-73.960277,"125 La Salle Street, New York, NY 10027 ","Open","Yes","Yes","
now back open! 10% off orders via the website
","Tuesday-Sunday 5-10 p.	m., Saturday-Sunday Brunch 11 a.m.-3 p.m.
","### [IN-HOUS](https://eat.9fold.me/index.html#/11128)E, _10% OFF ORDERS VIA THE WEBSITE_, [SEAMLES](https://www.seamless.com/menu/pisticci-125-la-salle-st-new-york/457686?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)S, [GRUBHUB](https://www.grubhub.com/restaurant/pisticci-125-la-salle-st-new-york/457686?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

",,,"https://www.instagram.com/pisticcinyc/","Restaurant/Bar","yes","yes","### [IN-HOUS](https://eat.9fold.me/index.html#/11128)E, _10% OFF ORDERS VIA THE WEBSITE_, [SEAMLES](https://www.seamless.com/menu/pisticci-125-la-salle-st-new-york/457686?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)S, [GRUBHUB](https://www.grubhub.com/restaurant/pisticci-125-la-salle-st-new-york/457686?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Pizza by Lucille’s",3615,"Instagram","646-370-4270","https://www.pizzabylucilles.com/","Restaurants/Bars",40.825832,-73.938819,"26c Macombs Place, New York, NY 10039","Open","Yes","Yes","
","Tuesday-Sunday 12pm-9pm
","### [IN-HOUSE](https://www.pizzabylucilles.com/), [GRUBHUB](https://www.grubhub.com/restaurant/pizza-by-lucilles-26c-macombs-pl-new-york/1273716?efkwid=756185298709&gclid=EAIaIQobChMIq7b3wou-6AIVUdyGCh0M7wJOEAAYAiAAEgL9TvD_BwE&gclsrc=aw.ds&utm_campaign=New%2BYork%2C%2BNY%2B%7C%2BNew%2BYork%2C%2BNY%2B%7C%2BRestaurants&utm_medium=cpc&utm_source=google&utm_term=%2Bpizza%20%2Bby%20%2Blucilles), [POSTMATES](https://postmates.com/merchant/pizza-by-lucilles-new-york-city), [SLICE](https://slicelife.com/restaurants/ny/new-york/10039/pizza-by-lucilles/menu)

",,,"https://www.instagram.com/pizzabylucilles/","Restaurant/Bar","no",,"### [IN-HOUSE](https://www.pizzabylucilles.com/), [GRUBHUB](https://www.grubhub.com/restaurant/pizza-by-lucilles-26c-macombs-pl-new-york/1273716?efkwid=756185298709&gclid=EAIaIQobChMIq7b3wou-6AIVUdyGCh0M7wJOEAAYAiAAEgL9TvD_BwE&gclsrc=aw.ds&utm_campaign=New%2BYork%2C%2BNY%2B%7C%2BNew%2BYork%2C%2BNY%2B%7C%2BRestaurants&utm_medium=cpc&utm_source=google&utm_term=%2Bpizza%20%2Bby%20%2Blucilles), [POSTMATES](https://postmates.com/merchant/pizza-by-lucilles-new-york-city), [SLICE](https://slicelife.com/restaurants/ny/new-york/10039/pizza-by-lucilles/menu)

","2020-10-29","2020-06-15T20:53:30.000Z","
",,,,
"Polash Indian",3616,"Restaurant","212-410-0276",,"Restaurants/Bars",40.799593,-73.938444,"2179 Third Avenue, New York, NY 10035 ","Open","Yes","Yes","grubhub, delivery.com
","Monday- Sunday 12pm-6 p.m
","###  [GRUBHUB](https://www.grubhub.com/restaurant/polash-indian-restaurant-2179-3rd-ave-new-york/319303?gclid=EAIaIQobChMI2bPslt6n6QIVxJyzCh15YQiEEAAYAiAAEgKpvPD_BwE&gclsrc=aw.ds), [DELIVERY.COM](https://www.delivery.com/cities/nyc/categories/restaurant/polash-indian-restaurant?address=56%20E%20126th%20St%2C%2010035&orderTime=ASAP&orderType=delivery)

",true,,,"Restaurant/Bar","no","yes","###  [GRUBHUB](https://www.grubhub.com/restaurant/polash-indian-restaurant-2179-3rd-ave-new-york/319303?gclid=EAIaIQobChMI2bPslt6n6QIVxJyzCh15YQiEEAAYAiAAEgKpvPD_BwE&gclsrc=aw.ds), [DELIVERY.COM](https://www.delivery.com/cities/nyc/categories/restaurant/polash-indian-restaurant?address=56%20E%20126th%20St%2C%2010035&orderTime=ASAP&orderType=delivery)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Ponty Bistro",3617,"CK","212-234-6475","http://www.pontybistroharlem.com/","Restaurants/Bars",40.817585,-73.941523,"2375 Adam Clayton Powell Jr Blvd New York, NY 10030 ","Open","Yes","Yes","Grubhub, postmates, delivey
","Monday-Friday 11 a.m.-Midnight, Saturday- Sunday 10 a.m.-Midnight
","### [GRUBHUB](https://www.grubhub.com/restaurant/ponty-bistro-harlem-2375-adam-clayton-powell-jr-blvd-new-york/298025), [POSTMATES](https://postmates.com/merchant/ponty-bistro-new-york), [DELIVERY.COM](https://www.delivery.com/cities/nyc/categories/restaurant/ponty-bistro-harlem?address=200%20W%20125th%20St%2C%2010027&orderTime=ASAP&orderType=delivery)

",true,true,"https://www.instagram.com/pontybistro/","Restaurant/Bar","yes","yes","### [GRUBHUB](https://www.grubhub.com/restaurant/ponty-bistro-harlem-2375-adam-clayton-powell-jr-blvd-new-york/298025), [POSTMATES](https://postmates.com/merchant/ponty-bistro-new-york), [DELIVERY.COM](https://www.delivery.com/cities/nyc/categories/restaurant/ponty-bistro-harlem?address=200%20W%20125th%20St%2C%2010027&orderTime=ASAP&orderType=delivery)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Pro Thai",3618,"UGC website","917-475-1494","https://www.prothai.nyc/","Restaurants/Bars",40.788821,-73.948453,"1575 Lexington Avenue, New York, NY 10029 ","Open","Yes","Yes","
","Daily 11:30 a.m.-3:30 p.m., 4:30-9:30 p.m.
","### [IN-HOUSE](https://www.prothainewyork.com/#/), [GRUBHUB](https://www.grubhub.com/restaurant/pro-thai-1575-lexington-ave-new-york/300530), [POSTMATES](https://postmates.com/merchant/pro-thai-new-york), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/pro-thai/90oo6J3rRLWXfgT-LhCPcQ?&&adg_id=89589916533&campaign_id=937838285&cre=412027165343&dev=c&dev_m=&fi_id=&gclid=EAIaIQobChMIjrG6vMHj6AIVhL7ICh3nAgHyEAAYAiAAEgK9b_D_BwE&gclsrc=aw.ds&gclsrc=aw.ds&kw=%2Bpro%20%2Bthai&kwid=kwd-72322032557&match=b&net=g&placement=&tar=&utm_campaign=search-google-nonbrand_1_5_us-newyorkcity_e_txt_acq_cpc_en-us_%2Bpro%20%2Bthai_kwd-72322032557_412027165343_89589916533_b_c&utm_source=AdWords_NonBrand)

",true,,"https://www.instagram.com/prothai.nyc/","Restaurant/Bar","yes","yes","### [IN-HOUSE](https://www.prothainewyork.com/#/), [GRUBHUB](https://www.grubhub.com/restaurant/pro-thai-1575-lexington-ave-new-york/300530), [POSTMATES](https://postmates.com/merchant/pro-thai-new-york), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/pro-thai/90oo6J3rRLWXfgT-LhCPcQ?&&adg_id=89589916533&campaign_id=937838285&cre=412027165343&dev=c&dev_m=&fi_id=&gclid=EAIaIQobChMIjrG6vMHj6AIVhL7ICh3nAgHyEAAYAiAAEgK9b_D_BwE&gclsrc=aw.ds&gclsrc=aw.ds&kw=%2Bpro%20%2Bthai&kwid=kwd-72322032557&match=b&net=g&placement=&tar=&utm_campaign=search-google-nonbrand_1_5_us-newyorkcity_e_txt_acq_cpc_en-us_%2Bpro%20%2Bthai_kwd-72322032557_412027165343_89589916533_b_c&utm_source=AdWords_NonBrand)

","2020-10-29","2020-06-15T20:53:30.000Z",,"Putthida Hensawang (Sommy)",,,
"Proof Coffee",3619,"UGC website","212-234-8290","https://shop.proof.coffee/","Restaurants/Bars",40.814987,-73.94434,"2286 Adam Clayton Powell Boulevard, New York, NY 10030 ","Open","Yes","Yes","
","Monday-Sunday 7am-3pm
","[seamless](https://www.seamless.com/menu/proof-coffee-roasters-2286-adam-clayton-powell-jr-blvd-new-york/2113690?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [grubhub](https://www.grubhub.com/restaurant/proof-coffee-roasters-2286-adam-clayton-powell-jr-blvd-new-york/2113690?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)
",,,"https://www.instagram.com/proofcoffeeroasters/","Restaurant/Bar","no",,"[seamless](https://www.seamless.com/menu/proof-coffee-roasters-2286-adam-clayton-powell-jr-blvd-new-york/2113690?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [grubhub](https://www.grubhub.com/restaurant/proof-coffee-roasters-2286-adam-clayton-powell-jr-blvd-new-york/2113690?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)
","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Q&N",3620,"AH","212-860-2021,",,"Restaurants/Bars",40.805065,-73.93832,"107 East 125th Street, New York, NY 10035","Open","Yes","Yes","
","Monday- Sunday 6 a.m.-5 p.m
","inhouse delivery when you call them by phone
",,,"https://www.instagram.com/qnfoodharlem/","Restaurant/Bar","no","no",,"2020-10-29","2020-06-15T20:53:30.000Z","
",,,,
"Quechua Nostra Peruvian",3621,"Restaurant","212-410-0707",,"Restaurants/Bars",40.790587,-73.947712,"1634 Lexington Avenue, New York, NY 10029 ","Open","Yes","Yes","
","Monday-Saturday 11 a.m.-10 p.m.

","### [GRUBHUB](https://www.grubhub.com/restaurant/quechua-nostra-formerly-best-lexington-peruvian-food-1634-lexington-ave-new-york/280558), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/quechua-nostra-east-harlem/ogvxyjnzTmi1kR8o6frS6Q), [POSTMATES](https://postmates.com/merchant/quechua-nostra-new-york),[ DOORDASH](https://www.doordash.com/store/quechua-nostra-peruvian-food-new-york-133457/en-AU), [DELIVERY.COM](https://www.delivery.com/cities/nyc/categories/restaurant/quechua-nostra)

",true,,"https://www.instagram.com/quechuanostra/","Restaurant/Bar","yes","yes","### [GRUBHUB](https://www.grubhub.com/restaurant/quechua-nostra-formerly-best-lexington-peruvian-food-1634-lexington-ave-new-york/280558), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/quechua-nostra-east-harlem/ogvxyjnzTmi1kR8o6frS6Q), [POSTMATES](https://postmates.com/merchant/quechua-nostra-new-york),[ DOORDASH](https://www.doordash.com/store/quechua-nostra-peruvian-food-new-york-133457/en-AU), [DELIVERY.COM](https://www.delivery.com/cities/nyc/categories/restaurant/quechua-nostra)

","2020-10-29","2020-06-15T20:53:30.000Z","
",,,,
"Quesadillas Dona Maty",3622,"Ugc Website","646-789-6237",,"Restaurants/Bars",40.797266,-73.939006,"228 East 116th Street, New York, NY 10029 ","Open","Yes","Yes",,"Monday-Sunday 10 a.m.-11 p.m.
","### [POSTMATE](https://postmates.com/merchant/quesadillas-dona-maty-new-york)

",true,,"https://www.instagram.com/quesadillasdonamaty/","Restaurant/Bar","yes","n/a","### [POSTMATE](https://postmates.com/merchant/quesadillas-dona-maty-new-york)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Rai Rai Ken",3623,"Restaurant","917-639-3342","https://www.rairaiken-ny.com/","Restaurants/Bars",40.817109,-73.953175,"1467 Amsterdam Avenue, New York, NY 10027 ","Open","Yes","Yes","
","Tuesday-Sunday 5pm-12am
","###  [UBEREATS,](https://www.ubereats.com/new-york/food-delivery/rai-rai-ken-harlem/2ff-CkJNR8uMoSUdtZs6Lg?utm_campaign=place-action-link&utm_medium=organic&utm_source=google) [GRUBHUB](https://www.grubhub.com/restaurant/rai-rai-ken-1467-amsterdam-avenue-new-york/305421?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [SEAMLESS](https://www.seamless.com/menu/rai-rai-ken-1467-amsterdam-avenue-new-york/305421?utm_campaign=place-action-link&utm_medium=organic&utm_source=google)

",,,"https://www.instagram.com/rairaiken2000/","Restaurant/Bar","yes","no","###  [UBEREATS,](https://www.ubereats.com/new-york/food-delivery/rai-rai-ken-harlem/2ff-CkJNR8uMoSUdtZs6Lg?utm_campaign=place-action-link&utm_medium=organic&utm_source=google) [GRUBHUB](https://www.grubhub.com/restaurant/rai-rai-ken-1467-amsterdam-avenue-new-york/305421?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [SEAMLESS](https://www.seamless.com/menu/rai-rai-ken-1467-amsterdam-avenue-new-york/305421?utm_campaign=place-action-link&utm_medium=organic&utm_source=google)

","2020-10-29","2020-06-15T20:53:30.000Z","
",,,,
"Rancho Vegano",3624,"Ayana H","212-987-4196",,"Restaurants/Bars",40.797289,-73.937239,"2270 Second Avenue, New York, NY 10035 ","Closed","Yes","Yes",,"Monday-Sunday  8 A.M.-8 p.m.
","[Grubhub](https://www.grubhub.com/restaurant/rancho-vegano-2270-2nd-ave-new-york/349439)
",true,,,"Restaurant/Bar",,,"[Grubhub](https://www.grubhub.com/restaurant/rancho-vegano-2270-2nd-ave-new-york/349439)
","2020-11-14","2020-06-15T20:53:30.000Z",,,,,
"Rao's",3625,"UGC website","212-722-6709",,"Restaurants/Bars",40.794012,-73.934212,"455 East 114th Street, New York, NY 10029 ","Open","Yes","No","join the waitlist for a taste of Rao’s by sending a direct message via instagram; you will be contacted if selected and then assigned a date to pick up a dinner for two of penne marinara, meatballs, leMonday chicken & salad, for $80 (cash only), Tax and gratuity included
",,,,,"https://www.instagram.com/raosnyc/","Restaurant/Bar","no","no",,"2020-10-13","2020-06-15T20:53:30.000Z","Text for all inquiries, 646.200.1787
",,,,
"Renaissance Harlem",3626,"UGC website","646-838-7604","https://renaissance-harlem.com/","Restaurants/Bars",40.813341,-73.94468,"2245 Adam Clayton Powell Boulevard, New York, NY 10027 ","Open","Yes","Yes","
","Daily 10 a.m.-11 p.m.
","### [GRUBHUB](https://www.grubhub.com/restaurant/renaissance-harlem-2245-adam-clayton-powell-jr-blvd-new-york/548573?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [SEAMLESS](https://www.seamless.com/menu/renaissance-harlem-2245-adam-clayton-powell-jr-blvd-new-york/548573?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), UBER EATS, [POSTMATES](https://postmates.com/merchant/renaissance-harlem-new-york-1?client=customer.web&version=3.0.0), [DOORDASH.COM](https://www.doordash.com/store/renaissance-harlem-new-york-485520/)

",true,true,"https://www.instagram.com/renaissanceharlem132/","Restaurant/Bar","yes","yes","### [GRUBHUB](https://www.grubhub.com/restaurant/renaissance-harlem-2245-adam-clayton-powell-jr-blvd-new-york/548573?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [SEAMLESS](https://www.seamless.com/menu/renaissance-harlem-2245-adam-clayton-powell-jr-blvd-new-york/548573?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), UBER EATS, [POSTMATES](https://postmates.com/merchant/renaissance-harlem-new-york-1?client=customer.web&version=3.0.0), [DOORDASH.COM](https://www.doordash.com/store/renaissance-harlem-new-york-485520/)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Reverence",3627,"UGC website",,"https://reverence.nyc/","Restaurants/Bars",40.818506,-73.944794,"2592 Frederick Douglass Boulevard, New York, NY 10030 ","Open","Yes","No","
",,,true,true,"https://www.instagram.com/reverencenyc/","Restaurant/Bar","no","no",,"2020-10-22","2020-06-15T20:53:30.000Z","curated bento boxes are available for pre-order on select dates here
",,,,
"Roland's",3628,"Restaurant","646-682-7810","https://rolandsnyc.com/","Restaurants/Bars",40.81203,-73.95077,"303 West 127th Street, New York, NY 10027 ","Open","Yes","Yes","
","Monday - Sunday  4- 9.30 p.m. 
","### [GRUBHUB](https://www.grubhub.com/restaurant/rolands-2367-frederick-douglass-blvd-new-york/1444060)

",,,"https://www.instagram.com/rolandsrestaurant/","Restaurant/Bar","no","no","### [GRUBHUB](https://www.grubhub.com/restaurant/rolands-2367-frederick-douglass-blvd-new-york/1444060)

","2020-10-29","2020-06-15T20:53:30.000Z","
",,,,
"Ruby's Vintage",3629,"Restaurant","646-454-9899","https://www.rubysvintageharlem.com/","Restaurants/Bars",40.81694,-73.943021,"2340 Adam Clayton Powell Boulevard, New York, NY 10030 ","Open","Yes","Yes","
","Monday-Sunday 4pm-11pm
","[doordash](https://www.doordash.com/store/rubys-vintage-harlem-new-york-1180275/?utm_campaign=gpa), [trycaviar](https://www.trycaviar.com/store/rubys-vintage-harlem-new-york-1180355/?utm_campaign=gpa)
",true,true,"https://www.instagram.com/rubysvintageharlem/","Restaurant/Bar","yes","yes","[doordash](https://www.doordash.com/store/rubys-vintage-harlem-new-york-1180275/?utm_campaign=gpa), [trycaviar](https://www.trycaviar.com/store/rubys-vintage-harlem-new-york-1180355/?utm_campaign=gpa)
","2020-10-29","2020-06-15T20:53:30.000Z","
",,,,
"Safari",3630,"Restaurant","646-964-4252","https://safariharlem.com/","Restaurants/Bars",40.803851,-73.953414,"219 West 116th Street, New York, NY 10026 ","Open","Yes","Yes","
","Wednesday-Sunday 12pm-10pm
","### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/safari-restaurant-nyc/dm6FOhUIRgSpgOrvfKKEGw/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/safari-restaurant-219-w-116th-st-new-york/321575?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [SEAMLESS](https://www.seamless.com/menu/safari-restaurant-219-w-116th-st-new-york/321575?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [POSTMATES](https://postmates.com/merchant/88e7f84f-f6e2-4ee8-a9f8-29739308ba5e)

",true,true,"https://www.instagram.com/safariharlem/","Restaurant/Bar","yes","no","### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/safari-restaurant-nyc/dm6FOhUIRgSpgOrvfKKEGw/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/safari-restaurant-219-w-116th-st-new-york/321575?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [SEAMLESS](https://www.seamless.com/menu/safari-restaurant-219-w-116th-st-new-york/321575?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [POSTMATES](https://postmates.com/merchant/88e7f84f-f6e2-4ee8-a9f8-29739308ba5e)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Sam's Famous Pizzeria",3631,"UGC website","212-348-9437",,"Restaurants/Bars",40.798324,-73.941637,"150 East 116th Street, New York, NY 10029 ","Open","Yes","Yes","
","Monday -Saturday 11 A.M.-9 P.M.
","### [GRUBHUB](https://www.grubhub.com/restaurant/sams-famous-pizza-150-e-116th-st-new-york/278267)

",,,,"Restaurant/Bar","no","n/a","### [GRUBHUB](https://www.grubhub.com/restaurant/sams-famous-pizza-150-e-116th-st-new-york/278267)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"San Agustin Bakery",3632,"UGC website","212-996-5223",,"Restaurants/Bars",40.797394,-73.938027,"249 East 116th Street, New York, NY 10029 ","Open","Yes","No",,"Monday-Sunday 11:30 a.m.-11:30 p.m.
",,true,,,"Restaurant/Bar","no","n/a",,"2020-10-13","2020-06-15T20:53:30.000Z",,,,,
"Sandy Restaurant",3633,"UGC website","212-348-8654",,"Restaurants/Bars",40.79726,-73.937937,"2261 Second Avenue, New York, NY 10035 ","Open","Yes","Yes","
","Monday-Sunday 8 A.M.-9 P.M
","### IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/sandy-restaurant-2261-2nd-ave-new-york/362073), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/sandy-restaurant/XPR9dlOqQXqkUSPKKP3VrQ), [DOORDASH](https://www.doordash.com/store/sandys-restaurant-new-york-542701/)

",,,,"Restaurant/Bar","no",,"### IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/sandy-restaurant-2261-2nd-ave-new-york/362073), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/sandy-restaurant/XPR9dlOqQXqkUSPKKP3VrQ), [DOORDASH](https://www.doordash.com/store/sandys-restaurant-new-york-542701/)

","2020-10-29","2020-06-15T20:53:30.000Z",,,,,
"Santiago's Beer Garden",3634,"AH","212-920-6165","https://santiagosbeergarden.com","Restaurants/Bars",40.798532,-73.933872,"2337 First Avenue, New York, NY 10035 ","Open","Yes","Yes","Accepting advances outdoor reservations by phone or Instagram
","Monday-Sunday 10:30 a.m.-10 p.m.
","### [SEAMLESS](https://www.seamless.com/menu/santiagos-beer-garden-2337-1st-ave-new-york/857029), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/santiagos-beer-garden/JD6RZitXQXy-VUYrCzGdsw), [EZ CATER](https://www.ezcater.com/catering/santiagos-beer-garden-3?filter%5Bbudget%5D=2&filter%5Bstar_rating%5D=4)

",true,,"https://www.instagram.com/santiagosbeergarden/","Restaurant/Bar","yes","yes","### [SEAMLESS](https://www.seamless.com/menu/santiagos-beer-garden-2337-1st-ave-new-york/857029), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/santiagos-beer-garden/JD6RZitXQXy-VUYrCzGdsw), [EZ CATER](https://www.ezcater.com/catering/santiagos-beer-garden-3?filter%5Bbudget%5D=2&filter%5Bstar_rating%5D=4)

","2020-11-14","2020-06-15T20:53:30.000Z","
",,,,
"Sapoara Wood-Roasting Grill & Bar",3635,"UGC website","212- 256-0199","https://www.sapoaranyc.com","Restaurants/Bars",40.796157,-73.934986,"2262 First Avenue, New York, NY 10035 ","Open","Yes","Yes","
","Monday-Friday 3 p.m.-Midnight, Saturday-Sunday 11 a.m.-Midnight
","[sapoaranyc](https://www.sapoaranyc.com/online-ordering), [doordash](https://www.doordash.com/store/sapoara-new-york-892731/?utm_campaign=gpa), [ubereats](https://www.ubereats.com/new-york/food-delivery/sapoara/23cz_HyXRKmja3GO9lblWA/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [ordering.app](https://ordering.app/sapoara)
",true,,"https://www.instagram.com/sapoarany/","Restaurant/Bar","yes","yes","[sapoaranyc](https://www.sapoaranyc.com/online-ordering), [doordash](https://www.doordash.com/store/sapoara-new-york-892731/?utm_campaign=gpa), [ubereats](https://www.ubereats.com/new-york/food-delivery/sapoara/23cz_HyXRKmja3GO9lblWA/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [ordering.app](https://ordering.app/sapoara)
","2020-11-14","2020-06-15T20:53:30.000Z",,,,,
"Seregenti Teas & Spices",3637,"AH","(212) 837-1057","https://serengetiteasandspices.com","Restaurants/Bars",40.805779,-73.941304,"22 East 125th Street, New York, NY 10035 ","Open","Yes","Yes","
","Wednesday-Saturday 12-5 p.m.
","[In House](https://serengetiteasandspices.com/)
",true,true,"https://www.instagram.com/serengetiteasandspices/","Restaurant/Bar","no","yes","[In House](https://serengetiteasandspices.com/)
","2020-11-14","2020-06-15T20:53:30.000Z",,,,,
"Settepani",3638,"Restaurant","646-964-5855","http://www.settepani.com","Restaurants/Bars",40.804306,-73.947583,"196 Malcolm X Boulevard, New York, NY 10026 ","Open","Yes","Yes","
","Friday -Sunday 4 p.m.-11 p.m.
","### [CAVIAR](https://www.trycaviar.com/m/settepani-19624)

",true,true,"https://www.instagram.com/settepaninyc/","Restaurant/Bar","yes","no","### [CAVIAR](https://www.trycaviar.com/m/settepani-19624)),_ OFFERING [FRESH HOUSEMADE PASTA FOR YOU TO COOK AT HOME](https://www.instagram.com/p/CAdFYT0ByTp/)_

","2020-11-14","2020-06-15T20:53:30.000Z",,,,,
