"Name","id","Phone","Website/Social Media","Latitude","Longitude","Address","Sub-Category","Last Updated","Created time","Notes","Category","Source","Status","Email","Special Accommodation Hours","SNAP/EBT","WIC","Pickup Offered","Delivery Offered","Delivery/Pickup Notes","Donate"
"The Sweet Sap",1353,"(718) 225-1000","http://www.thesweetsap.com/",40.758084,-73.791622,"189-11 Northern Blvd, Queens","restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Takeout and Delivery Call 718-225-1000
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Cafe Auburndale",1354,"(929) 200-7600","http://cafeauburndale.net/",40.757714,-73.789003,"192-10 Northern Blvd, Flushing","cafe,food,point_of_interest,establishment","2020-05-02T04:00:00.000Z","2020-05-29T17:32:14.000Z","Take out only 9am-8pm
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Hashi Ramen",1355,"(718) 224-2961","http://hashiramen.restaurantsnapshot.com/",40.757717,-73.788883,"192-12 Northern Blvd, Flushing","restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Temporarily Closed (718) 224-2961
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Pho Che",1356,"(917) 563-1091",,40.757658,-73.787886,"193-16 Northern Blvd, Flushing","restaurant,food,point_of_interest,establishment","2020-05-02T04:00:00.000Z","2020-05-29T17:32:14.000Z","11am-9:30pm Takeout and Delivery Only
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Papa John's Pizza",1357,"(718) 224-3311","https://locations.papajohns.com/united-states/ny/11361/flushing/193-18-northern-blvd?utm_source=gmb&utm_medium=organic",40.757662,-73.787782,"19318 Northern Blvd, Queens","restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Call to confirm that it is open
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"El Patron",1358,"(718) 819-2121","http://elpatronqueens.com/",40.758063,-73.787506,"194-01 Northern Blvd, Flushing","bar,restaurant,food,point_of_interest,establishment","2020-05-02T04:00:00.000Z","2020-05-29T17:32:14.000Z","Sunday to Thursday 12-10:30pm Friday and Saturday 12pm-12am Takeout and Delivery Only
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Galbi Ma Eul",1359,"(718) 819-2171",,40.758067,-73.787412,"19403 Northern Blvd, Flushing","restaurant,food,point_of_interest,establishment","2020-05-02T04:00:00.000Z","2020-05-29T17:32:14.000Z","10am-11pm Takeout and Delivery within the flushing neighborhood
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Cafe Bench",1360,"(718) 224-0703","http://www.cafebench-crepe.com/",40.758079,-73.787283,"194-07 Northern Blvd, Flushing","cafe,food,point_of_interest,establishment","2020-05-02T04:00:00.000Z","2020-05-29T17:32:14.000Z","1pm-9pm Takeout only
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Gyro World Flushing",1361,"(718) 428-3800","http://www.gyroworld.com/",40.758107,-73.786877,"194-21 Northern Blvd, Flushing","meal_takeaway,restaurant,food,point_of_interest,establishment","2020-05-02T04:00:00.000Z","2020-05-29T17:32:14.000Z","Monday - Saturday 10am-12am;  Sunday 11am-12am Takeout and Delivery Only via [www.gyroworld.com][1]

  [1]: http://www.gyroworld.com
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"GREY Cafe",1362,"(718) 229-2342","http://www.greycafeny.com/",40.758173,-73.786016,"195-19 Northern Blvd, Queens","cafe,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Closed until further notice
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Chicken Festival Flushing",1363,"(718) 224-0712","https://chicken-festival-flushing.business.site/",40.758061,-73.784928,"196-17 Northern Blvd, Queens","restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Temporarily closed, Astoria Location is takeout only
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Mythos Authentic Greek Cuisine",1364,"(718) 357-6596","http://www.mythosnyc.com/",40.758046,-73.784712,"19629 Northern Blvd, Flushing","restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","11am-11pm Takeout and Delivery Only
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"North Shore Diner",1365,"(718) 225-8000","https://m.facebook.com/pages/category/American-Restaurant/North-Shore-Diner-Flushing-1288710194535455/",40.757595,-73.783621,"19652 Northern Blvd, Flushing","restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Closed
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Tang Korean Restaurant",1366,"(718) 279-7080","http://tang24.com/",40.757655,-73.783942,"196-50 Northern Blvd, Flushing","restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","10:30am-7:30pm Takeout and Delivery Only via <https://ny.tang24.com/>
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Pizzarama",1367,"(718) 631-7405","https://www.orderpizzarama.com/",40.762794,-73.785356,"3715 Francis Lewis Blvd, Bayside","meal_delivery,restaurant,food,point_of_interest,establishment","2020-04-05T04:00:00.000Z","2020-05-29T17:32:14.000Z","Monday-Saturday 11:30am-11pm;  Sunday 12-10pm Takeout and Delivery
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Dunkin'",1368,"(718) 886-5279","https://smart.link/abu8tr12sc1y6?utm_source=google&utm_medium=local&utm_campaign=gmbwebsiteorder&utm_content=330153",40.763468,-73.786226,"3547 Francis Lewis Blvd, Queens","bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","5am-7pm Curbside Pick Up, Delivery via Grubhub
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Primo Amore",1369,"(718) 461-6100","http://www.primoamorenyc.com/",40.765465,-73.788825,"34-33 Francis Lewis Blvd, Flushing","restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Everyday 11am-10pm (Call to confirm hours) 10% off a takeout order
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Juice for Life",1370,"(718) 461-1480","http://juiceforlife.com/",40.766026,-73.789328,"34-7 Francis Lewis Blvd, Flushing","restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Temporarily closed until April 6th
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Subway",1371,"(718) 359-1700","https://order.subway.com/en-us/restaurant/56521/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=56521&utm_campaign=evergreen-2020",40.766113,-73.789376,"34-01 Francis Lewis Blvd, Queens","meal_takeaway,restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Monday-Wednesday 9am-8pm;  Thursday and Friday 9am-9pm;  Saturday 9am-8pm;  Sunday 10am-8pm Takeout and Delivery Only
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Cha Lom Thai Restaurant",1372,"(718) 269-6821","http://www.chalomthaiqueens.com/",40.76634,-73.789536,"33-47 Francis Lewis Blvd, Queens","restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Monday-Friday 11:30am-9:30pm;  Saturday - Sunday 12-9:30pm All products has raise price extremely high, We will not going to serve Lunch Special anymore Takeout Only
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"57's All American Grill",1373,"(718) 353-3057","http://57sburger.com/",40.766363,-73.789558,"33-45 Francis Lewis Blvd, Queens","restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Monday-Friday 6am-10pm;  Saturday - Sunday 7-10pm Takeout and Delivery Only
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Kings Box",1374,"(718) 619-0910",,40.766456,-73.789622,"33-41 Francis Lewis Blvd, Queens","restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Closed
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Yummy Noodle House",1375,"(718) 888-7848","https://yummynoodlehousenyc.wixsite.com/home",40.766598,-73.78973,"33-35 Francis Lewis Blvd, Queens","meal_takeaway,restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Closed until May 1st
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Graziella Pizza",1376,"(718) 358-4706","http://www.graziellapizzamenu.com/",40.766775,-73.789855,"33-25 Francis Lewis Blvd, Flushing","meal_delivery,restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Monday-Friday 7am-5pm;  Saturday - Sunday 8am-5pm Curbside Pick up or Delivery
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Sushi Village",1377,"(718) 886-4733","http://www.sushivillageflushing.com/",40.767623,-73.79106,"3250 Francis Lewis Blvd, Flushing","restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Closed
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Starbucks",1378,"(718) 888-7737","http://www.starbucks.com/",40.768685,-73.79208,"32-02 Francis Lewis Blvd, Queens","cafe,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Closed
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Oasis Cafe",1379,"(718) 357-4843","http://oasiscafenyc.com/",40.757697,-73.784539,"196-30 Northern Blvd, Flushing","bakery,night_club,cafe,bar,restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Opened, Please call to order 718-357-4843
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Roma Bagels & Pastry Cafe",1380,"(718) 886-4800","http://romabagelsandpastrycafe.com/",40.766689,-73.789803,"33-31 Francis Lewis Blvd, Flushing","bakery,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Monday - Friday 7am-5pm Saturday - Sunday 8am-5pm  Takeout only
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Great Wall Restaurant",1381,"(718) 352-8899","http://www.greatwallflushingny.com/",40.76979,-73.789488,"19919 32nd Ave, Flushing","restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Closed
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Omega Coffee Shop",1382,"(718) 352-3925","http://www.orderomegabayside.com/",40.769919,-73.789014,"200-07 32nd Ave, Bayside","restaurant,food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","Pickup and Delivery Only 6am-4pm
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Durso's Pasta & Ravioli Company",1383,"(718) 358-1311","http://www.dursos.com/",40.763296,-73.793012,"18901 Crocheron Ave, Flushing","food,point_of_interest,establishment","2020-04-19T04:00:00.000Z","2020-05-29T17:32:14.000Z","All Customers are required to wear some type of facial mask.  Tuesday - Saturday 9am-6pm Sunday 9am-4pm Closed on Mondays.  Curbside pickup and Free Local Delivery 718-358-1311
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Neo Bakery",1384,"(718) 521-4887",,40.76569,-73.919441,"33-14 30th Ave, Astoria","bakery,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 521-4887
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Parisi Bakery",1385,"(718) 728-5282","http://parisibakeryastoria.com/",40.762238,-73.92543,"30-17 Broadway, Astoria","bakery,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 728-5282 Read more: <https://ediblequeens.ediblecommunities.com/eat/parisi-bakery-astoria-every-loaf-and-pastry-kneaded-and-rolled-hand>
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"New York City Bagel & Coffee House",1386,"(718) 728-9512","http://nycbch.com/",40.765759,-73.919586,"33-10 30th Ave, Long Island City","bakery,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 728-9512
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"New York City Bagel & Coffee House",1387,"(718) 728-9512","http://nycbch.com/",40.765759,-73.919586,"33-10 30th Ave, Long Island City","bakery,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 718-728-9512
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Grand Avenue Pizza",1388,,,40.754702,-73.926314,,,,"2020-05-29T17:32:14.000Z","Pickup Only (718) 728-8879
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Cousins Deli",1389,"(718) 726-5370",,40.764928,-73.939158,"910 34th Ave, Queens","food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 726-5370
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Little House Cafa",1390,"(718) 592-0888",,40.742023,-73.87465,"90-19 Corona Ave., Queens","restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 592-0888
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Kape't Torta",1391,"(718) 899-0240",,40.737542,-73.879669,"83-13 Queens Blvd, Elmhurst","bakery,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 899-0240
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Stand Alone Cheese",1392,"(929) 296-9000","http://www.standalonecheese.com/",40.749727,-73.886848,"79-07 37th Ave, Jackson Heights","food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (929) 296-9000 Fill out pickup order form online
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Premium Sweets",1393,"(718) 672-5000","http://www.premiumsweets.us/",40.748402,-73.892971,"37-14 73rd St, Flushing","restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 672-5000
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Bagels Plus",1394,"(718) 639-7784","https://www.facebook.com/bagelplus/",40.745599,-73.906906,"5720 Woodside Ave, Woodside","bakery,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Green Valley Marketplace",1395,"(718) 752-1931","http://greenvalleymarketplace.instacart.com/",40.741773,-73.920579,"44-07 Greenpoint Ave, Sunnyside","Supermarket,grocery_or_supermarket,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Riko Peruvian Cuisine",1396,"(718) 361-5721","http://www.rikoperuviancuisine.com/",40.742463,-73.91912,"45-23 Greenpoint Ave, Sunnyside","restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup & Delivery 917-832-6758
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Taiyo",1397,"(718) 392-2233","http://www.taiyonyc.com/index.php?route=common/home",40.743005,-73.920909,"45-08 44th St, Sunnyside","grocery_or_supermarket,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 718-205-4299
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Sunnyside Mini Mart",1398,,,40.746699,-73.917786,,,,"2020-05-29T17:32:14.000Z","Pickup Only
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Mary's Deli Grocery",1399,,,40.745811,-73.924132,,,,"2020-05-29T17:32:14.000Z","Pickup Only
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Avenue Cafe",1400,"(718) 433-9298","https://avenuecafeny.com/",40.765298,-73.9175,"35-27 30th Ave, Astoria","cafe,bar,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 433-9298
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Sabry's",1401,"(718) 721-9010",,40.768291,-73.911111,"2425 Steinway St, Astoria","restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 721-9010
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Mombar",1402,"(718) 726-2356",,40.767512,-73.912438,"2522 Steinway St, Astoria","restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 726-2356
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"New York City Bagel & Coffee House",1403,"(718) 728-9511","http://www.nycbch.com/",40.758983,-73.918547,"40-05 Broadway, Queens","bakery,cafe,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 728.9511
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Zyara Restaurant",1404,"(718) 777-7753","https://www.zyararestaurantnyc.com/",40.766525,-73.912561,"25-53 Steinway St, Queens","restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 777-7753
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Pelicana Chicken",1405,"(718) 545-0110","http://www.pelicanachicken.com/",40.775096,-73.912368,"22-54 31st St, Queens","meal_delivery,meal_takeaway,bar,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 545-0110
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Boulis Cafe",1406,"(718) 806-1014","http://cafeboulis.com/",40.764638,-73.923648,"30-15 31st Ave, Astoria","bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 806-1014
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Nippon Cha",1407,"(718) 229-0805","http://nipponcha.us/",40.764322,-73.771679,"39-34 Bell Blvd, Queens","cafe,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 718-229-0805
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Monahan and Fitzgerald",1408,"(718) 279-4450","http://www.monahanfitzgerald.com/",40.763849,-73.770288,"21417 41st Ave, Flushing","bar,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 718-279-4450
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Martha's Country Bakery",1409,"(718) 225-5200","http://www.marthascountrybakery.com/",40.763333,-73.771138,"41-06 Bell Blvd, Bayside","bakery,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","718-225-5200 Hours & locations <https://marthascountrybakery.com/location/>
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"VI Pizza",1410,"(718) 229-9311","https://www.vipizzamenu.com/",40.761228,-73.770124,"43-4 Bell Blvd, Bayside","meal_takeaway,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 718-229-9311
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"The French Workshop",1411,"(718) 224-0700","http://www.thefrenchworkshop.com/",40.765615,-73.771601,"38-39 Bell Blvd, Bayside","bakery,cafe,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 718-224-0700
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Chateau le Woof",1412,"(718) 626-9663","http://www.chateaulewoof.com/",40.769222,-73.935187,"31-01 Vernon Blvd, Astoria","pet_store,cafe,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 718-626-9663
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"3 Friendly Grocery",1413,"(718) 361-5998","https://three-friendly-grocery-deli.business.site/?m=true",40.749804,-73.939394,"2726 Queens Plaza S, Long Island City","grocery_or_supermarket,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Raj's Indian Kitchen",1414,"(718) 361-8844","http://www.rajsindiankitchenlic.com/",40.749804,-73.939394,"27-18 Queens Plaza S, Long Island City","restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup & Delivery (718) 361-7733
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"All American II Coffee Shop",1415,"(718) 937-6161",,40.753251,-73.927453,"3519 37th Ave, Long Island City","food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 718-937-6161
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Aladdin Restaurant",1416,,,40.743524,-73.919224,,,,"2020-05-29T17:32:14.000Z","Delivery Only (212) 470-8376
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"American Hero",1417,"(718) 361-6595",,40.747376,-73.9447,"2308 44th Dr, Long Island City","restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 361-6595
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Big Alice Brewing",1418,"(347) 688-2337","http://bigalicebrewing.com/",40.751932,-73.950418,"8-08 43rd Rd, Long Island City","food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (347) 688-2337 Read more: <https://edilequeens.ediblecommunities.com/drink/queens-brewers-community-matters-most>
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"BentOn",1419,"(718) 392-3686","http://www.benton.nyc/",40.755854,-73.935341,"37-39 Crescent St, Queens","point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 392-3686
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Dutch Kills Bar",1420,,"https://www.dutchkillsbar.com/",40.747619,-73.940161,"27-24 Jackson Ave, Queens","bar,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 718-383-2724 Selling cocktails and snacks through the FRONT WINDOW of their premises
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"51st Bakery and Cafe",1421,,,40.748708,-73.942835,,,,"2020-05-29T17:32:14.000Z","Pickup & Delivery 718-707-0554 Whole-chicken dinner with sides
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Etto Espresso Bar",1422,"(718) 786-4320","http://www.ettoespressobar.com/",40.748411,-73.940573,"42-77 Hunter St, Long Island City","cafe,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 718-786-4320
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Oh! Hot Bagels",1423,,,40.755535,-73.941283,"39-44 21st St, Long Island City","convenience_store,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 3475042227
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"IcoNYC Brewing",1424,"(917) 832-6131","http://www.iconycbrewing.com/",40.750176,-73.948807,"43-63 11th St, Long Island City","bar,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (917) 832-6131 Cans only. Read more: <https://ediblequeens.ediblecommunities.com/drink/queens-brewers-community-matters-most>
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Red Cafe",1425,"(718) 361-8884",,40.747989,-73.94764,"4462 21st St, Long Island City","meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only (718) 361-8884
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Green Tea Deli",1426,"(718) 433-4322",,40.750933,-73.937112,"2818 41st Ave, Long Island City","food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 718-433-4322
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Rosa Coffee Shop",1427,"(347) 745-8426","http://www.rosascafe.club/?utm_source=google&utm_medium=website&utm_campaign=Rosa's%20Cafe&utm_term=5b7c3af7b5783c000112c63d",40.754244,-73.932529,"3003 38th Ave, Long Island City","cafe,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 929-450-3735
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"John Brown's Smokehouse",1428,"(347) 617-1120","http://www.johnbrownseriousbbq.com/",40.74886,-73.950094,"10-43 44th Dr, Long Island City","restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 347- 617-1120 GoFundMe page to provide BBQ for ER staff in NYC <https://www.gofundme.com/f/bbqfordoctors?utm_source=facebook&utm_medium=social&utm_campaign=m_pd+share-sheet>
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Sweetleaf (all LIC locations)",1429,"(718) 361-8000","http://sweetleafcoffee.com/",40.748119,-73.938489,"28-10 Jackson Ave, Queens","cafe,food,point_of_interest,establishment","2020-05-15T04:00:00.000Z","2020-05-29T17:32:14.000Z","Pickup Only 1093 Jackson Ave- (917) 832-6726 Center Blvd- Â· (347) 527-1038 28-10 Jackson Ave- (718) 361-8000 25% off retail whole beans and rocket fuel growlers
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"I-Fortune Cookie",1430,"(718) 786-4821","http://www.ifortunecookielic.com/",40.747787,-73.947193,"44-69 21st St, Long Island City","meal_delivery,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup & Delivery 7187864821
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Sweetleaf (all LIC locations)",1431,"(347) 527-1038","http://www.sweetleafcoffee.com/",40.747225,-73.955986,"4615 Center Blvd, Long Island City","night_club,bakery,cafe,bar,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 1093 Jackson Ave- (917) 832-6726 Center Blvd- Â· (347) 527-1038 28-10 Jackson Ave- (718) 361-8000 25% off retail whole beans and rocket fuel growlers
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"The Baroness Bar",1432,"(347) 681-8207","http://www.thebaronessbar.com/",40.751685,-73.939908,"4126 Crescent St, Long Island City","bar,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 718-784-5065
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Sweetleaf (all LIC locations)",1433,"(917) 832-6726","http://www.sweetleaflic.com/",40.743283,-73.951683,"10-93 Jackson Ave, Long Island City","bakery,cafe,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 1093 Jackson Ave- (917) 832-6726 Center Blvd- Â· (347) 527-1038 28-10 Jackson Ave- (718) 361-8000 25% off retail whole beans and rocket fuel growlers
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Creek & Cave",1434,"(718) 706-8783","http://www.creeklic.com/",40.743283,-73.951683,"10-93 Jackson Ave, Queens","meal_takeaway,restaurant,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup & Delivery 718- 706-8783
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
"Hunters Point Wines & Spirits",1435,"(718) 472-9463","http://www.hunterspointwines.com/",40.74519,-73.952962,"4707 Vernon Blvd, Long Island City","liquor_store,food,point_of_interest,establishment",,"2020-05-29T17:32:14.000Z","Pickup Only 718-472-9463 Recommends to call ahead for pick-up
","Restaurants, Bars, Cafes & Bakeries",,,,,,,,,,
